Current (A),Voltage (V),Electron current (pA)
-2.819E-11,42.286,28.190
-2.821E-11,42.288,28.212
-2.824E-11,42.291,28.237
-2.825E-11,42.298,28.255
-2.827E-11,42.310,28.271
-2.830E-11,42.331,28.296
-2.833E-11,42.350,28.335
-2.840E-11,42.376,28.401
-2.849E-11,42.415,28.487
-2.861E-11,42.433,28.605
-2.874E-11,42.449,28.740
-2.887E-11,42.443,28.873
-2.896E-11,42.444,28.965
-2.902E-11,42.447,29.023
-2.905E-11,42.458,29.052
-2.908E-11,42.469,29.075
-2.912E-11,42.503,29.122
-2.918E-11,42.537,29.185
-2.928E-11,42.555,29.280
-2.939E-11,42.578,29.392
-2.951E-11,42.629,29.512
-2.965E-11,42.657,29.652
-2.980E-11,42.669,29.805
-2.995E-11,42.671,29.951
-3.006E-11,42.672,30.061
-3.013E-11,42.678,30.132
-3.017E-11,42.672,30.174
-3.019E-11,42.674,30.193
-3.019E-11,42.674,30.194
-3.019E-11,42.675,30.192
-3.018E-11,42.673,30.185
-3.018E-11,42.675,30.178
-3.017E-11,42.672,30.170
-3.016E-11,42.673,30.157
-3.015E-11,42.673,30.147
-3.013E-11,42.676,30.131
-3.012E-11,42.676,30.121
-3.010E-11,42.673,30.103
-3.009E-11,42.674,30.095
-3.008E-11,42.670,30.077
-3.007E-11,42.674,30.069
-3.005E-11,42.674,30.054
-3.004E-11,42.673,30.040
-3.003E-11,42.672,30.029
-3.002E-11,42.674,30.019
-3.000E-11,42.673,30.003
-3.000E-11,42.672,29.995
-2.998E-11,42.674,29.984
-2.998E-11,42.675,29.975
-2.996E-11,42.673,29.964
-2.996E-11,42.675,29.957
-2.994E-11,42.672,29.941
-2.993E-11,42.669,29.932
-2.992E-11,42.673,29.921
-2.991E-11,42.673,29.910
-2.990E-11,42.675,29.903
-2.989E-11,42.671,29.888
-2.988E-11,42.670,29.883
-2.987E-11,42.673,29.869
-2.987E-11,42.673,29.866
-2.986E-11,42.676,29.860
-2.985E-11,42.673,29.854
-2.985E-11,42.672,29.848
-2.983E-11,42.672,29.835
-2.983E-11,42.675,29.827
-2.982E-11,42.673,29.821
-2.981E-11,42.666,29.814
-2.980E-11,42.673,29.804
-2.980E-11,42.672,29.799
-2.979E-11,42.673,29.791
-2.978E-11,42.674,29.782
-2.977E-11,42.674,29.775
-2.977E-11,42.673,29.771
-2.977E-11,42.672,29.768
-2.976E-11,42.673,29.763
-2.976E-11,42.671,29.758
-2.975E-11,42.673,29.749
-2.974E-11,42.666,29.743
-2.973E-11,42.671,29.734
-2.973E-11,42.673,29.727
-2.972E-11,42.665,29.723
-2.971E-11,42.673,29.711
-2.971E-11,42.669,29.707
-2.970E-11,42.672,29.703
-2.970E-11,42.672,29.697
-2.969E-11,42.677,29.693
-2.969E-11,42.673,29.694
-2.969E-11,42.674,29.687
-2.968E-11,42.675,29.683
-2.968E-11,42.669,29.676
-2.967E-11,42.677,29.667
-2.967E-11,42.692,29.666
-2.968E-11,42.704,29.681
-2.971E-11,42.723,29.709
-2.976E-11,42.744,29.763
-2.983E-11,42.755,29.830
-2.991E-11,42.763,29.906
-2.997E-11,42.784,29.975
-3.005E-11,42.808,30.047
-3.013E-11,42.827,30.133
-3.022E-11,42.840,30.221
-3.031E-11,42.844,30.306
-3.038E-11,42.846,30.378
-3.043E-11,42.852,30.434
-3.047E-11,42.848,30.469
-3.049E-11,42.845,30.486
-3.049E-11,42.841,30.493
-3.049E-11,42.847,30.494
-3.050E-11,42.854,30.501
-3.051E-11,42.862,30.506
-3.052E-11,42.860,30.515
-3.053E-11,42.863,30.529
-3.054E-11,42.862,30.535
-3.054E-11,42.863,30.542
-3.054E-11,42.864,30.542
-3.055E-11,42.869,30.546
-3.054E-11,42.875,30.544
-3.055E-11,42.881,30.554
-3.057E-11,42.882,30.573
-3.059E-11,42.881,30.590
-3.060E-11,42.888,30.598
-3.061E-11,42.894,30.605
-3.062E-11,42.891,30.618
-3.063E-11,42.891,30.625
-3.062E-11,42.893,30.624
-3.063E-11,42.902,30.626
-3.063E-11,42.913,30.633
-3.065E-11,42.910,30.654
-3.068E-11,42.933,30.684
-3.072E-11,42.946,30.720
-3.076E-11,42.958,30.759
-3.081E-11,42.964,30.807
-3.085E-11,42.972,30.854
-3.090E-11,42.983,30.902
-3.095E-11,42.999,30.948
-3.100E-11,43.010,31.003
-3.105E-11,43.012,31.054
-3.110E-11,43.022,31.102
-3.115E-11,43.037,31.145
-3.119E-11,43.058,31.190
-3.124E-11,43.060,31.242
-3.129E-11,43.067,31.289
-3.133E-11,43.074,31.330
-3.137E-11,43.087,31.371
-3.140E-11,43.093,31.405
-3.144E-11,43.103,31.437
-3.148E-11,43.102,31.476
-3.150E-11,43.108,31.501
-3.152E-11,43.118,31.524
-3.155E-11,43.130,31.549
-3.158E-11,43.149,31.583
-3.163E-11,43.171,31.629
-3.168E-11,43.186,31.684
-3.175E-11,43.201,31.745
-3.181E-11,43.210,31.812
-3.187E-11,43.213,31.871
-3.193E-11,43.230,31.927
-3.197E-11,43.236,31.972
-3.201E-11,43.256,32.012
-3.206E-11,43.271,32.056
-3.211E-11,43.274,32.107
-3.215E-11,43.286,32.149
-3.219E-11,43.300,32.195
-3.224E-11,43.344,32.241
-3.231E-11,43.397,32.314
-3.242E-11,43.424,32.418
-3.254E-11,43.438,32.539
-3.266E-11,43.443,32.658
-3.276E-11,43.451,32.764
-3.283E-11,43.473,32.830
-3.288E-11,43.503,32.884
-3.295E-11,43.530,32.950
-3.302E-11,43.563,33.022
-3.311E-11,43.585,33.114
-3.321E-11,43.605,33.209
-3.329E-11,43.628,33.291
-3.338E-11,43.646,33.377
-3.345E-11,43.669,33.454
-3.352E-11,43.698,33.523
-3.359E-11,43.726,33.589
-3.366E-11,43.766,33.662
-3.375E-11,43.795,33.750
-3.384E-11,43.809,33.839
-3.392E-11,43.843,33.918
-3.399E-11,43.869,33.991
-3.406E-11,43.896,34.062
-3.413E-11,43.916,34.128
-3.419E-11,43.940,34.191
-3.425E-11,43.982,34.254
-3.432E-11,44.021,34.324
-3.439E-11,44.029,34.392
-3.447E-11,44.045,34.466
-3.452E-11,44.050,34.525
-3.457E-11,44.121,34.572
-3.462E-11,44.209,34.619
-3.470E-11,44.255,34.698
-3.480E-11,44.297,34.802
-3.491E-11,44.322,34.906
-3.499E-11,44.354,34.994
-3.506E-11,44.413,35.062
-3.512E-11,44.456,35.117
-3.518E-11,44.477,35.176
-3.522E-11,44.499,35.218
-3.526E-11,44.533,35.259
-3.529E-11,44.565,35.285
-3.532E-11,44.597,35.317
-3.533E-11,44.627,35.331
-3.536E-11,44.652,35.358
-3.537E-11,44.679,35.375
-3.539E-11,44.685,35.389
-3.539E-11,44.715,35.390
-3.540E-11,44.743,35.398
-3.540E-11,44.781,35.402
-3.540E-11,44.797,35.402
-3.540E-11,44.814,35.405
-3.541E-11,44.835,35.407
-3.540E-11,44.864,35.405
-3.540E-11,44.854,35.400
-3.539E-11,44.863,35.395
-3.539E-11,44.876,35.387
-3.538E-11,44.896,35.377
-3.537E-11,44.905,35.366
-3.536E-11,44.936,35.360
-3.535E-11,44.967,35.350
-3.534E-11,44.994,35.339
-3.533E-11,45.026,35.328
-3.531E-11,45.046,35.309
-3.529E-11,45.071,35.294
-3.528E-11,45.104,35.282
-3.526E-11,45.140,35.264
-3.524E-11,45.160,35.243
-3.522E-11,45.189,35.217
-3.519E-11,45.223,35.190
-3.516E-11,45.271,35.161
-3.513E-11,45.308,35.126
-3.509E-11,45.329,35.091
-3.505E-11,45.351,35.050
-3.501E-11,45.401,35.007
-3.497E-11,45.435,34.967
-3.491E-11,45.459,34.910
-3.485E-11,45.498,34.852
-3.479E-11,45.531,34.788
-3.473E-11,45.557,34.727
-3.466E-11,45.596,34.665
-3.459E-11,45.626,34.590
-3.452E-11,45.642,34.517
-3.445E-11,45.668,34.449
-3.439E-11,45.683,34.390
-3.433E-11,45.718,34.328
-3.427E-11,45.764,34.269
-3.420E-11,45.799,34.202
-3.412E-11,45.837,34.117
-3.402E-11,45.886,34.023
-3.393E-11,45.931,33.926
-3.380E-11,45.980,33.803
-3.368E-11,46.024,33.676
-3.354E-11,46.066,33.542
-3.340E-11,46.109,33.401
-3.326E-11,46.151,33.257
-3.311E-11,46.200,33.108
-3.295E-11,46.227,32.952
-3.279E-11,46.257,32.789
-3.263E-11,46.292,32.633
-3.249E-11,46.322,32.493
-3.236E-11,46.346,32.358
-3.224E-11,46.367,32.236
-3.212E-11,46.394,32.124
-3.202E-11,46.398,32.020
-3.192E-11,46.443,31.922
-3.182E-11,46.484,31.823
-3.170E-11,46.531,31.701
-3.156E-11,46.587,31.557
-3.138E-11,46.617,31.377
-3.119E-11,46.651,31.193
-3.100E-11,46.687,31.003
-3.081E-11,46.715,30.810
-3.064E-11,46.740,30.644
-3.049E-11,46.771,30.490
-3.034E-11,46.812,30.341
-3.019E-11,46.847,30.195
-3.003E-11,46.873,30.034
-2.986E-11,46.903,29.862
-2.970E-11,46.927,29.703
-2.955E-11,46.955,29.552
-2.941E-11,47.004,29.409
-2.925E-11,47.035,29.249
-2.907E-11,47.050,29.070
-2.889E-11,47.059,28.891
-2.874E-11,47.062,28.744
-2.864E-11,47.062,28.638
-2.857E-11,47.065,28.570
-2.853E-11,47.063,28.528
-2.851E-11,47.059,28.506
-2.849E-11,47.062,28.491
-2.849E-11,47.098,28.486
-2.845E-11,47.143,28.453
-2.837E-11,47.166,28.375
-2.826E-11,47.189,28.260
-2.813E-11,47.207,28.131
-2.800E-11,47.226,27.996
-2.788E-11,47.231,27.880
-2.777E-11,47.263,27.772
-2.767E-11,47.279,27.666
-2.757E-11,47.293,27.569
-2.748E-11,47.299,27.479
-2.740E-11,47.312,27.397
-2.732E-11,47.330,27.325
-2.725E-11,47.345,27.251
-2.717E-11,47.350,27.172
-2.710E-11,47.360,27.096
-2.703E-11,47.367,27.029
-2.697E-11,47.384,26.969
-2.691E-11,47.393,26.911
-2.686E-11,47.393,26.856
-2.680E-11,47.404,26.803
-2.676E-11,47.416,26.758
-2.671E-11,47.427,26.711
-2.666E-11,47.436,26.659
-2.660E-11,47.449,26.601
-2.655E-11,47.462,26.547
-2.649E-11,47.468,26.490
-2.644E-11,47.478,26.435
-2.638E-11,47.486,26.382
-2.633E-11,47.491,26.335
-2.629E-11,47.491,26.293
-2.626E-11,47.491,26.259
-2.624E-11,47.499,26.236
-2.622E-11,47.506,26.218
-2.619E-11,47.514,26.193
-2.617E-11,47.527,26.169
-2.613E-11,47.537,26.127
-2.608E-11,47.544,26.080
-2.603E-11,47.543,26.035
-2.599E-11,47.544,25.995
-2.597E-11,47.547,25.971
-2.595E-11,47.546,25.955
-2.595E-11,47.543,25.952
-2.595E-11,47.544,25.952
-2.596E-11,47.550,25.956
-2.596E-11,47.545,25.960
-2.597E-11,47.547,25.968
-2.597E-11,47.547,25.968
-2.598E-11,47.545,25.979
-2.599E-11,47.544,25.988
-2.599E-11,47.547,25.995
-2.601E-11,47.546,26.005
-2.601E-11,47.544,26.013
-2.602E-11,47.549,26.022
-2.603E-11,47.547,26.029
-2.604E-11,47.555,26.037
-2.604E-11,47.546,26.045
-2.605E-11,47.545,26.051
-2.606E-11,47.545,26.058
-2.607E-11,47.546,26.069
-2.607E-11,47.545,26.075
-2.609E-11,47.544,26.093
-2.610E-11,47.547,26.095
-2.610E-11,47.545,26.101
-2.611E-11,47.545,26.110
-2.612E-11,47.543,26.117
-2.612E-11,47.544,26.125
-2.613E-11,47.545,26.133
-2.614E-11,47.548,26.139
-2.614E-11,47.547,26.144
-2.616E-11,47.561,26.155
-2.614E-11,47.594,26.141
-2.610E-11,47.620,26.099
-2.600E-11,47.636,26.002
-2.590E-11,47.645,25.896
-2.579E-11,47.664,25.791
-2.569E-11,47.673,25.692
-2.560E-11,47.679,25.597
-2.552E-11,47.688,25.524
-2.547E-11,47.694,25.466
-2.541E-11,47.697,25.408
-2.536E-11,47.713,25.364
-2.532E-11,47.718,25.321
-2.527E-11,47.724,25.274
-2.522E-11,47.727,25.225
-2.518E-11,47.729,25.183
-2.514E-11,47.747,25.137
-2.509E-11,47.763,25.089
-2.503E-11,47.768,25.032
-2.497E-11,47.773,24.972
-2.492E-11,47.776,24.920
-2.487E-11,47.785,24.873
-2.483E-11,47.792,24.832
-2.479E-11,47.795,24.792
-2.476E-11,47.807,24.760
-2.472E-11,47.824,24.716
-2.466E-11,47.843,24.657
-2.459E-11,47.851,24.592
-2.452E-11,47.862,24.516
-2.445E-11,47.866,24.450
-2.439E-11,47.867,24.387
-2.433E-11,47.869,24.329
-2.430E-11,47.879,24.298
-2.427E-11,47.885,24.266
-2.424E-11,47.886,24.236
-2.421E-11,47.889,24.212
-2.419E-11,47.886,24.194
-2.418E-11,47.897,24.179
-2.416E-11,47.921,24.161
-2.411E-11,47.950,24.113
-2.404E-11,47.958,24.041
-2.395E-11,47.971,23.951
-2.386E-11,47.982,23.857
-2.377E-11,48.006,23.766
-2.367E-11,48.020,23.666
-2.357E-11,48.034,23.575
-2.347E-11,48.042,23.475
-2.338E-11,48.058,23.385
-2.329E-11,48.079,23.294
-2.320E-11,48.103,23.200
-2.308E-11,48.124,23.085
-2.296E-11,48.138,22.961
-2.284E-11,48.149,22.841
-2.274E-11,48.161,22.743
-2.265E-11,48.174,22.650
-2.257E-11,48.185,22.570
-2.249E-11,48.188,22.487
-2.242E-11,48.188,22.420
-2.236E-11,48.206,22.361
-2.231E-11,48.229,22.308
-2.224E-11,48.253,22.237
-2.215E-11,48.282,22.150
-2.203E-11,48.341,22.031
-2.187E-11,48.380,21.866
-2.166E-11,48.396,21.656
-2.145E-11,48.398,21.448
-2.128E-11,48.400,21.276
-2.114E-11,48.409,21.144
-2.105E-11,48.423,21.051
-2.098E-11,48.439,20.976
-2.090E-11,48.447,20.897
-2.082E-11,48.454,20.824
-2.076E-11,48.474,20.757
-2.068E-11,48.498,20.685
-2.060E-11,48.512,20.597
-2.049E-11,48.527,20.494
-2.039E-11,48.537,20.394
-2.031E-11,48.546,20.307
-2.022E-11,48.560,20.224
-2.015E-11,48.579,20.149
-2.007E-11,48.591,20.066
-1.998E-11,48.602,19.980
-1.990E-11,48.611,19.899
-1.982E-11,48.616,19.824
-1.977E-11,48.622,19.766
-1.971E-11,48.629,19.714
-1.967E-11,48.648,19.672
-1.963E-11,48.643,19.634
-1.959E-11,48.657,19.589
-1.954E-11,48.668,19.540
-1.949E-11,48.675,19.486
-1.943E-11,48.684,19.431
-1.938E-11,48.704,19.380
-1.932E-11,48.741,19.321
-1.923E-11,48.767,19.234
-1.910E-11,48.784,19.101
-1.897E-11,48.800,18.965
-1.884E-11,48.810,18.839
-1.873E-11,48.809,18.730
-1.864E-11,48.846,18.643
-1.855E-11,48.882,18.549
-1.845E-11,48.889,18.450
-1.834E-11,48.903,18.341
-1.824E-11,48.913,18.241
-1.815E-11,48.943,18.146
-1.805E-11,48.948,18.047
-1.795E-11,48.973,17.945
-1.784E-11,48.982,17.843
-1.776E-11,48.996,17.757
-1.768E-11,49.019,17.680
-1.759E-11,49.050,17.587
-1.748E-11,49.087,17.482
-1.735E-11,49.108,17.355
-1.722E-11,49.125,17.217
-1.708E-11,49.143,17.080
-1.696E-11,49.152,16.960
-1.686E-11,49.171,16.860
-1.678E-11,49.173,16.776
-1.670E-11,49.182,16.703
-1.664E-11,49.203,16.644
-1.659E-11,49.224,16.591
-1.652E-11,49.238,16.518
-1.645E-11,49.250,16.447
-1.637E-11,49.267,16.372
-1.630E-11,49.282,16.301
-1.623E-11,49.299,16.230
-1.616E-11,49.318,16.156
-1.609E-11,49.330,16.086
-1.602E-11,49.342,16.018
-1.595E-11,49.358,15.953
-1.589E-11,49.383,15.888
-1.582E-11,49.399,15.821
-1.575E-11,49.419,15.748
-1.567E-11,49.471,15.674
-1.558E-11,49.543,15.576
-1.544E-11,49.580,15.438
-1.527E-11,49.602,15.272
-1.511E-11,49.626,15.111
-1.497E-11,49.655,14.969
-1.486E-11,49.675,14.858
-1.477E-11,49.681,14.766
-1.469E-11,49.684,14.692
-1.464E-11,49.677,14.636
-1.460E-11,49.715,14.601
-1.456E-11,49.742,14.564
-1.452E-11,49.745,14.523
-1.448E-11,49.753,14.480
-1.445E-11,49.752,14.446
-1.442E-11,49.763,14.421
-1.440E-11,49.791,14.398
-1.437E-11,49.806,14.370
-1.434E-11,49.846,14.339
-1.430E-11,49.890,14.301
-1.425E-11,49.932,14.245
-1.419E-11,49.999,14.185
-1.412E-11,50.030,14.120
-1.406E-11,50.090,14.060
-1.400E-11,50.146,14.002
-1.395E-11,50.173,13.951
-1.391E-11,50.209,13.912
-1.388E-11,50.244,13.884
-1.388E-11,50.289,13.876
-1.388E-11,50.344,13.876
-1.389E-11,50.398,13.891
-1.392E-11,50.456,13.917
-1.397E-11,50.513,13.968
-1.404E-11,50.584,14.038
-1.413E-11,50.631,14.134
-1.425E-11,50.657,14.251
-1.437E-11,50.674,14.372
-1.449E-11,50.691,14.488
-1.459E-11,50.734,14.587
-1.470E-11,50.785,14.697
-1.482E-11,50.818,14.821
-1.496E-11,50.844,14.961
-1.512E-11,50.862,15.119
-1.527E-11,50.884,15.268
-1.541E-11,50.914,15.406
-1.554E-11,50.931,15.541
-1.567E-11,50.947,15.667
-1.579E-11,50.969,15.785
-1.591E-11,50.995,15.905
-1.602E-11,51.004,16.022
-1.614E-11,51.038,16.143
-1.627E-11,51.053,16.274
-1.641E-11,51.076,16.414
-1.655E-11,51.093,16.551
-1.669E-11,51.113,16.691
-1.682E-11,51.124,16.823
-1.695E-11,51.150,16.952
-1.709E-11,51.165,17.088
-1.723E-11,51.182,17.233
-1.737E-11,51.210,17.372
-1.752E-11,51.237,17.521
-1.767E-11,51.248,17.674
-1.784E-11,51.267,17.836
-1.799E-11,51.267,17.992
-1.813E-11,51.287,18.128
-1.826E-11,51.307,18.256
-1.839E-11,51.330,18.385
-1.851E-11,51.349,18.511
-1.866E-11,51.365,18.663
-1.882E-11,51.379,18.816
-1.898E-11,51.394,18.975
-1.913E-11,51.409,19.132
-1.928E-11,51.417,19.278
-1.941E-11,51.427,19.407
-1.952E-11,51.440,19.523
-1.963E-11,51.455,19.629
-1.974E-11,51.472,19.742
-1.987E-11,51.495,19.870
-2.001E-11,51.516,20.011
-2.017E-11,51.533,20.167
-2.033E-11,51.546,20.333
-2.050E-11,51.552,20.497
-2.064E-11,51.554,20.641
-2.075E-11,51.554,20.755
-2.084E-11,51.555,20.845
-2.090E-11,51.564,20.904
-2.096E-11,51.584,20.958
-2.104E-11,51.605,21.039
-2.116E-11,51.632,21.160
-2.133E-11,51.668,21.329
-2.155E-11,51.696,21.545
-2.179E-11,51.729,21.794
-2.206E-11,51.746,22.061
-2.233E-11,51.784,22.326
-2.258E-11,51.816,22.580
-2.286E-11,51.835,22.858
-2.314E-11,51.869,23.144
-2.344E-11,51.910,23.440
-2.375E-11,51.939,23.750
-2.407E-11,51.970,24.067
-2.440E-11,52.007,24.400
-2.474E-11,52.030,24.738
-2.508E-11,52.058,25.084
-2.541E-11,52.096,25.410
-2.573E-11,52.147,25.733
-2.611E-11,52.186,26.112
-2.652E-11,52.217,26.520
-2.694E-11,52.242,26.937
-2.733E-11,52.280,27.329
-2.769E-11,52.312,27.694
-2.806E-11,52.343,28.060
-2.841E-11,52.369,28.414
-2.875E-11,52.400,28.753
-2.910E-11,52.423,29.102
-2.940E-11,52.424,29.398
-2.964E-11,52.444,29.644
-2.987E-11,52.468,29.866
-3.009E-11,52.486,30.090
-3.030E-11,52.501,30.305
-3.050E-11,52.536,30.505
-3.074E-11,52.556,30.743
-3.101E-11,52.581,31.009
-3.127E-11,52.604,31.268
-3.154E-11,52.638,31.535
-3.181E-11,52.659,31.806
-3.209E-11,52.693,32.090
-3.238E-11,52.729,32.379
-3.271E-11,52.757,32.708
-3.305E-11,52.774,33.046
-3.336E-11,52.794,33.355
-3.363E-11,52.818,33.625
-3.389E-11,52.864,33.891
-3.417E-11,52.896,34.174
-3.449E-11,52.930,34.494
-3.486E-11,52.966,34.864
-3.524E-11,52.995,35.245
-3.560E-11,53.010,35.601
-3.593E-11,53.017,35.930
-3.618E-11,53.019,36.178
-3.635E-11,53.020,36.350
-3.646E-11,53.025,36.460
-3.652E-11,53.053,36.524
-3.662E-11,53.117,36.621
-3.685E-11,53.159,36.847
-3.719E-11,53.218,37.189
-3.762E-11,53.283,37.619
-3.814E-11,53.334,38.136
-3.870E-11,53.369,38.700
-3.926E-11,53.409,39.264
-3.975E-11,53.429,39.749
-4.015E-11,53.462,40.155
-4.053E-11,53.486,40.529
-4.090E-11,53.516,40.900
-4.123E-11,53.563,41.232
-4.155E-11,53.583,41.551
-4.185E-11,53.603,41.852
-4.213E-11,53.621,42.133
-4.239E-11,53.641,42.388
-4.262E-11,53.648,42.619
-4.281E-11,53.645,42.812
-4.295E-11,53.661,42.947
-4.304E-11,53.669,43.044
-4.311E-11,53.674,43.113
-4.316E-11,53.677,43.164
-4.320E-11,53.684,43.203
-4.324E-11,53.691,43.238
-4.327E-11,53.698,43.273
-4.331E-11,53.709,43.309
-4.335E-11,53.731,43.353
-4.342E-11,53.740,43.415
-4.350E-11,53.748,43.502
-4.360E-11,53.756,43.597
-4.370E-11,53.774,43.695
-4.379E-11,53.783,43.788
-4.388E-11,53.791,43.875
-4.395E-11,53.793,43.947
-4.401E-11,53.807,44.007
-4.407E-11,53.815,44.069
-4.413E-11,53.833,44.130
-4.421E-11,53.856,44.213
-4.433E-11,53.871,44.326
-4.447E-11,53.894,44.466
-4.462E-11,53.910,44.624
-4.479E-11,53.933,44.789
-4.495E-11,53.960,44.953
-4.513E-11,53.995,45.133
-4.534E-11,54.045,45.339
-4.560E-11,54.084,45.601
-4.591E-11,54.102,45.908
-4.621E-11,54.119,46.213
-4.648E-11,54.138,46.477
-4.670E-11,54.156,46.701
-4.687E-11,54.173,46.874
-4.703E-11,54.214,47.027
-4.720E-11,54.243,47.202
-4.741E-11,54.257,47.412
-4.761E-11,54.263,47.612
-4.778E-11,54.281,47.776
-4.791E-11,54.310,47.910
-4.805E-11,54.344,48.047
-4.821E-11,54.382,48.213
-4.842E-11,54.432,48.424
-4.869E-11,54.460,48.685
-4.894E-11,54.484,48.939
-4.918E-11,54.513,49.184
-4.940E-11,54.530,49.397
-4.959E-11,54.566,49.585
-4.977E-11,54.601,49.769
-4.996E-11,54.640,49.958
-5.018E-11,54.681,50.175
-5.042E-11,54.717,50.417
-5.066E-11,54.749,50.656
-5.089E-11,54.788,50.887
-5.111E-11,54.810,51.107
-5.131E-11,54.812,51.305
-5.146E-11,54.812,51.458
-5.155E-11,54.809,51.553
-5.160E-11,54.804,51.596
-5.161E-11,54.867,51.611
-5.166E-11,54.961,51.662
-5.182E-11,55.055,51.824
-5.211E-11,55.120,52.106
-5.247E-11,55.148,52.469
-5.280E-11,55.184,52.803
-5.307E-11,55.213,53.068
-5.328E-11,55.247,53.279
-5.344E-11,55.286,53.437
-5.358E-11,55.325,53.584
-5.372E-11,55.377,53.716
-5.386E-11,55.422,53.859
-5.400E-11,55.464,54.001
-5.414E-11,55.512,54.142
-5.428E-11,55.560,54.280
-5.441E-11,55.604,54.414
-5.454E-11,55.661,54.543
-5.467E-11,55.699,54.665
-5.477E-11,55.760,54.772
-5.487E-11,55.835,54.870
-5.496E-11,55.919,54.961
-5.505E-11,55.976,55.050
-5.513E-11,56.012,55.132
-5.519E-11,56.034,55.190
-5.522E-11,56.051,55.223
-5.524E-11,56.063,55.243
-5.524E-11,56.093,55.243
-5.523E-11,56.138,55.233
-5.522E-11,56.165,55.217
-5.520E-11,56.179,55.201
-5.518E-11,56.177,55.179
-5.516E-11,56.175,55.160
-5.513E-11,56.169,55.135
-5.511E-11,56.177,55.110
-5.509E-11,56.168,55.087
-5.507E-11,56.168,55.066
-5.505E-11,56.181,55.050
-5.503E-11,56.231,55.032
-5.501E-11,56.306,55.012
-5.499E-11,56.350,54.988
-5.496E-11,56.379,54.956
-5.491E-11,56.428,54.910
-5.486E-11,56.467,54.861
-5.480E-11,56.486,54.801
-5.474E-11,56.527,54.740
-5.467E-11,56.565,54.673
-5.460E-11,56.577,54.603
-5.453E-11,56.581,54.527
-5.446E-11,56.590,54.463
-5.440E-11,56.613,54.405
-5.436E-11,56.653,54.358
-5.431E-11,56.688,54.305
-5.423E-11,56.717,54.235
-5.415E-11,56.736,54.154
-5.407E-11,56.772,54.072
-5.398E-11,56.805,53.984
-5.390E-11,56.823,53.895
-5.381E-11,56.851,53.805
-5.371E-11,56.894,53.713
-5.361E-11,56.944,53.608
-5.348E-11,56.978,53.484
-5.336E-11,57.014,53.356
-5.321E-11,57.057,53.211
-5.306E-11,57.101,53.059
-5.289E-11,57.127,52.894
-5.272E-11,57.166,52.725
-5.255E-11,57.206,52.550
-5.237E-11,57.252,52.367
-5.217E-11,57.279,52.171
-5.199E-11,57.311,51.987
-5.180E-11,57.347,51.798
-5.162E-11,57.362,51.618
-5.144E-11,57.390,51.443
-5.127E-11,57.420,51.273
-5.111E-11,57.465,51.112
-5.094E-11,57.509,50.940
-5.074E-11,57.552,50.740
-5.051E-11,57.572,50.514
-5.029E-11,57.579,50.286
-5.009E-11,57.583,50.095
-4.995E-11,57.581,49.953
-4.986E-11,57.598,49.858
-4.978E-11,57.675,49.780
-4.965E-11,57.737,49.649
-4.942E-11,57.803,49.417
-4.911E-11,57.839,49.108
-4.877E-11,57.866,48.768
-4.843E-11,57.894,48.433
-4.813E-11,57.909,48.125
-4.789E-11,57.941,47.886
-4.767E-11,57.997,47.669
-4.744E-11,58.028,47.442
-4.718E-11,58.053,47.184
-4.693E-11,58.085,46.925
-4.667E-11,58.114,46.665
-4.639E-11,58.141,46.394
-4.613E-11,58.168,46.132
-4.589E-11,58.192,45.890
-4.567E-11,58.221,45.666
-4.545E-11,58.246,45.445
-4.523E-11,58.258,45.229
-4.503E-11,58.282,45.029
-4.484E-11,58.298,44.843
-4.466E-11,58.321,44.657
-4.447E-11,58.348,44.465
-4.427E-11,58.363,44.272
-4.407E-11,58.407,44.066
-4.385E-11,58.438,43.849
-4.361E-11,58.465,43.608
-4.336E-11,58.488,43.361
-4.313E-11,58.503,43.127
-4.291E-11,58.526,42.906
-4.270E-11,58.554,42.696
-4.248E-11,58.582,42.480
-4.225E-11,58.616,42.253
-4.201E-11,58.635,42.013
-4.177E-11,58.657,41.768
-4.153E-11,58.672,41.529
-4.131E-11,58.692,41.310
-4.112E-11,58.703,41.116
-4.094E-11,58.707,40.937
-4.078E-11,58.707,40.784
-4.066E-11,58.714,40.660
-4.058E-11,58.718,40.582
-4.052E-11,58.724,40.523
-4.047E-11,58.727,40.467
-4.041E-11,58.737,40.412
-4.035E-11,58.754,40.353
-4.028E-11,58.772,40.278
-4.017E-11,58.784,40.174
-4.006E-11,58.795,40.064
-3.994E-11,58.810,39.943
-3.982E-11,58.820,39.821
-3.970E-11,58.824,39.704
-3.960E-11,58.855,39.595
-3.947E-11,58.878,39.469
-3.931E-11,58.889,39.313
-3.915E-11,58.899,39.153
-3.900E-11,58.911,39.000
-3.886E-11,58.918,38.863
-3.875E-11,58.930,38.745
-3.863E-11,58.950,38.627
-3.851E-11,58.974,38.510
-3.836E-11,59.017,38.364
-3.817E-11,59.051,38.167
-3.792E-11,59.063,37.918
-3.766E-11,59.070,37.661
-3.744E-11,59.095,37.439
-3.723E-11,59.132,37.234
-3.701E-11,59.160,37.011
-3.676E-11,59.169,36.756
-3.650E-11,59.179,36.503
-3.629E-11,59.181,36.293
-3.614E-11,59.195,36.140
-3.602E-11,59.206,36.016
-3.590E-11,59.225,35.903
-3.579E-11,59.274,35.787
-3.560E-11,59.322,35.600
